z,s_hat,chi
1.01236394,-1.9580311244,1.5709560724
1.01266387,-1.9585022865,1.5708574365
1.01296380,-1.9589734190,1.5707588756
1.01326373,-1.9594445219,1.5706603896
1.01356366,-1.9599155953,1.5705619786
1.01386359,-1.9603866392,1.5704636425
1.01416352,-1.9608576536,1.5703653812
1.01446345,-1.9613286385,1.5702671948
1.01476338,-1.9617995940,1.5701690832
1.01506331,-1.9622705201,1.5700710463
1.01536324,-1.9627414168,1.5699730842
1.01566317,-1.9632122842,1.5698751969
1.01596310,-1.9636831222,1.5697773842
1.01626303,-1.9641539308,1.5696796462
1.01656296,-1.9646247102,1.5695819829
1.01686289,-1.9650954602,1.5694843941
1.01716282,-1.9655661810,1.5693868799
1.01746275,-1.9660368726,1.5692894403
1.01776268,-1.9665075350,1.5691920752
1.01806261,-1.9669781682,1.5690947846
1.01836254,-1.9674487722,1.5689975684
1.01866247,-1.9679193470,1.5689004267
1.01896240,-1.9683898928,1.5688033594
1.01926233,-1.9688604094,1.5687063665
1.01956226,-1.9693308969,1.5686094479
1.01986219,-1.9698013554,1.5685126036
1.02016212,-1.9702717849,1.5684158336
1.02046205,-1.9707421853,1.5683191378
1.02076198,-1.9712125568,1.5682225163
1.02106191,-1.9716828993,1.5681259690
1.02136184,-1.9721532128,1.5680294959
1.02166177,-1.9726234974,1.5679330969
1.02196170,-1.9730937531,1.5678367720
1.02226163,-1.9735639800,1.5677405212
1.02256156,-1.9740341779,1.5676443445
1.02286149,-1.9745043471,1.5675482418
1.02316142,-1.9749744874,1.5674522130
1.02346135,-1.9754445989,1.5673562583
1.02376128,-1.9759146817,1.5672603775
1.02406121,-1.9763847357,1.5671645705
1.02436114,-1.9768547610,1.5670688375
1.02466107,-1.9773247576,1.5669731783
1.02496100,-1.9777947255,1.5668775930
1.02526093,-1.9782646648,1.5667820814
1.02556086,-1.9787345754,1.5666866436
1.02586079,-1.9792044574,1.5665912795
1.02616072,-1.9796743108,1.5664959891
1.02646065,-1.9801441357,1.5664007724
1.02676058,-1.9806139320,1.5663056294
1.02706051,-1.9810836997,1.5662105600
1.02736044,-1.9815534390,1.5661155641
1.02766037,-1.9820231498,1.5660206418
1.02796030,-1.9824928321,1.5659257930
1.02826023,-1.9829624860,1.5658310178
1.02856016,-1.9834321115,1.5657363160
1.02886009,-1.9839017086,1.5656416876
1.02916002,-1.9843712773,1.5655471327
1.02945995,-1.9848408177,1.5654526511
1.02975988,-1.9853103297,1.5653582429
1.03005981,-1.9857798135,1.5652639080
1.03035974,-1.9862492689,1.5651696464
1.03065967,-1.9867186961,1.5650754581
1.03095960,-1.9871880950,1.5649813430
1.03125953,-1.9876574658,1.5648873011
1.03155946,-1.9881268083,1.5647933324
1.03185939,-1.9885961227,1.5646994368
1.03215932,-1.9890654089,1.5646056144
1.03245925,-1.9895346670,1.5645118650
1.03275918,-1.9900038970,1.5644181888
1.03305911,-1.9904730989,1.5643245855
1.03335904,-1.9909422727,1.5642310552
1.03365897,-1.9914114185,1.5641375979
1.03395890,-1.9918805362,1.5640442136
1.03425883,-1.9923496260,1.5639509021
1.03455876,-1.9928186878,1.5638576636
1.03485869,-1.9932877217,1.5637644979
1.03515862,-1.9937567276,1.5636714050
1.03545855,-1.9942257056,1.5635783849
1.03575848,-1.9946946557,1.5634854376
1.03605841,-1.9951635779,1.5633925630
1.03635834,-1.9956324723,1.5632997612
1.03665827,-1.9961013389,1.5632070320
1.03695820,-1.9965701777,1.5631143754
1.03725813,-1.9970389887,1.5630217915
1.03755806,-1.9975077719,1.5629292802
1.03785799,-1.9979765274,1.5628368414
1.03815792,-1.9984452552,1.5627444752
1.03845785,-1.9989139553,1.5626521814
1.03875778,-1.9993826277,1.5625599601
1.03905771,-1.9998512725,1.5624678113
1.03935764,-2.0003198896,1.5623757349
1.03965757,-2.0007884792,1.5622837309
1.03995750,-2.0012570411,1.5621917992
1.04025743,-2.0017255755,1.5620999398
1.04055736,-2.0021940824,1.5620081528
1.04085729,-2.0026625617,1.5619164380
1.04115722,-2.0031310135,1.5618247954
1.04145715,-2.0035994379,1.5617332251
1.04175708,-2.0040678348,1.5616417269
1.04205701,-2.0045362043,1.5615503009
1.04235694,-2.0050045463,1.5614589470
1.04265687,-2.0054728610,1.5613676652
1.04295680,-2.0059411483,1.5612764554
1.04325673,-2.0064094083,1.5611853177
1.04355666,-2.0068776409,1.5610942520
1.04385659,-2.0073458463,1.5610032582
1.04415652,-2.0078140243,1.5609123364
1.04445645,-2.0082821751,1.5608214865
1.04475638,-2.0087502987,1.5607307085
1.04505631,-2.0092183950,1.5606400024
1.04535624,-2.0096864642,1.5605493680
1.04565617,-2.0101545061,1.5604588055
1.04595610,-2.0106225210,1.5603683147
1.04625603,-2.0110905087,1.5602778956
1.04655596,-2.0115584692,1.5601875483
1.04685589,-2.0120264027,1.5600972726
1.04715582,-2.0124943092,1.5600070686
1.04745575,-2.0129621886,1.5599169362
1.04775568,-2.0134300409,1.5598268754
1.04805561,-2.0138978663,1.5597368861
1.04835554,-2.0143656647,1.5596469684
1.04865547,-2.0148334361,1.5595571222
1.04895540,-2.0153011806,1.5594673474
1.04925533,-2.0157688982,1.5593776441
1.04955526,-2.0162365888,1.5592880122
1.04985519,-2.0167042526,1.5591984516
1.05015512,-2.0171718896,1.5591089625
1.05045505,-2.0176394997,1.5590195446
1.05075498,-2.0181070830,1.5589301980
1.05105491,-2.0185746396,1.5588409227
1.05135484,-2.0190421693,1.5587517186
1.05165477,-2.0195096723,1.5586625858
1.05195470,-2.0199771486,1.5585735240
1.05225463,-2.0204445982,1.5584845335
1.05255456,-2.0209120212,1.5583956140
1.05285449,-2.0213794174,1.5583067657
1.05315442,-2.0218467870,1.5582179884
1.05345435,-2.0223141300,1.5581292821
1.05375428,-2.0227814464,1.5580406468
1.05405421,-2.0232487363,1.5579520824
1.05435414,-2.0237159996,1.5578635891
1.05465407,-2.0241832363,1.5577751666
1.05495400,-2.0246504465,1.5576868150
1.05525393,-2.0251176303,1.5575985342
1.05555386,-2.0255847876,1.5575103242
1.05585379,-2.0260519184,1.5574221851
1.05615372,-2.0265190228,1.5573341167
1.05645365,-2.0269861008,1.5572461190
1.05675358,-2.0274531525,1.5571581920
1.05705351,-2.0279201777,1.5570703357
1.05735344,-2.0283871767,1.5569825500
1.05765337,-2.0288541493,1.5568948349
1.05795330,-2.0293210956,1.5568071905
1.05825323,-2.0297880156,1.5567196165
1.05855316,-2.0302549094,1.5566321131
1.05885309,-2.0307217769,1.5565446802
1.05915302,-2.0311886182,1.5564573177
1.05945295,-2.0316554334,1.5563700256
1.05975288,-2.0321222223,1.5562828040
1.06005281,-2.0325889852,1.5561956527
1.06035274,-2.0330557218,1.5561085718
1.06065267,-2.0335224324,1.5560215612
1.06095260,-2.0339891169,1.5559346208
1.06125253,-2.0344557753,1.5558477507
1.06155246,-2.0349224077,1.5557609508
1.06185239,-2.0353890141,1.5556742212
1.06215232,-2.0358555944,1.5555875616
1.06245225,-2.0363221488,1.5555009723
1.06275218,-2.0367886772,1.5554144530
1.06305211,-2.0372551797,1.5553280038
1.06335204,-2.0377216563,1.5552416246
1.06365197,-2.0381881069,1.5551553154
1.06395190,-2.0386545317,1.5550690762
1.06425183,-2.0391209306,1.5549829070
1.06455176,-2.0395873037,1.5548968077
1.06485169,-2.0400536510,1.5548107783
1.06515162,-2.0405199725,1.5547248187
1.06545155,-2.0409862682,1.5546389290
1.06575148,-2.0414525382,1.5545531091
1.06605141,-2.0419187824,1.5544673590
1.06635134,-2.0423850010,1.5543816786
1.06665127,-2.0428511938,1.5542960679
1.06695120,-2.0433173610,1.5542105269
1.06725113,-2.0437835025,1.5541250555
1.06755106,-2.0442496184,1.5540396538
1.06785099,-2.0447157087,1.5539543217
1.06815092,-2.0451817734,1.5538690591
1.06845085,-2.0456478126,1.5537838661
1.06875078,-2.0461138262,1.5536987426
1.06905071,-2.0465798143,1.5536136885
1.06935064,-2.0470457769,1.5535287039
1.06965057,-2.0475117140,1.5534437887
1.06995050,-2.0479776257,1.5533589429
1.07025043,-2.0484435119,1.5532741664
1.07055036,-2.0489093727,1.5531894593
1.07085029,-2.0493752081,1.5531048214
1.07115022,-2.0498410181,1.5530202528
1.07145015,-2.0503068028,1.5529357535
1.07175008,-2.0507725621,1.5528513234
1.07205001,-2.0512382962,1.5527669624
1.07234993,-2.0517040049,1.5526826706
1.07264986,-2.0521696884,1.5525984479
1.07294979,-2.0526353466,1.5525142942
1.07324972,-2.0531009796,1.5524302097
1.07354965,-2.0535665874,1.5523461941
1.07384958,-2.0540321699,1.5522622475
1.07414951,-2.0544977274,1.5521783700
1.07444944,-2.0549632596,1.5520945613
1.07474937,-2.0554287668,1.5520108215
1.07504930,-2.0558942488,1.5519271507
1.07534923,-2.0563597058,1.5518435486
1.07564916,-2.0568251377,1.5517600154
1.07594909,-2.0572905445,1.5516765509
1.07624902,-2.0577559263,1.5515931553
1.07654895,-2.0582212832,1.5515098283
1.07684888,-2.0586866150,1.5514265700
1.07714881,-2.0591519219,1.5513433804
1.07744874,-2.0596172038,1.5512602594
1.07774867,-2.0600824608,1.5511772070
1.07804860,-2.0605476930,1.5510942232
1.07834853,-2.0610129002,1.5510113080
1.07864846,-2.0614780826,1.5509284612
1.07894839,-2.0619432401,1.5508456830
1.07924832,-2.0624083729,1.5507629731
1.07954825,-2.0628734808,1.5506803317
1.07984818,-2.0633385639,1.5505977587
1.08014811,-2.0638036223,1.5505152541
1.08044804,-2.0642686560,1.5504328178
1.08074797,-2.0647336649,1.5503504498
1.08104790,-2.0651986492,1.5502681500
1.08134783,-2.0656636088,1.5501859185
1.08164776,-2.0661285437,1.5501037552
1.08194769,-2.0665934540,1.5500216601
1.08224762,-2.0670583397,1.5499396332
1.08254755,-2.0675232008,1.5498576743
1.08284748,-2.0679880373,1.5497757836
1.08314741,-2.0684528492,1.5496939609
1.08344734,-2.0689176367,1.5496122062
1.08374727,-2.0693823996,1.5495305196
1.08404720,-2.0698471380,1.5494489009
1.08434713,-2.0703118520,1.5493673501
1.08464706,-2.0707765415,1.5492858673
1.08494699,-2.0712412066,1.5492044523
1.08524692,-2.0717058473,1.5491231052
1.08554685,-2.0721704636,1.5490418259
1.08584678,-2.0726350555,1.5489606144
1.08614671,-2.0730996230,1.5488794706
1.08644664,-2.0735641663,1.5487983946
1.08674657,-2.0740286852,1.5487173862
1.08704650,-2.0744931799,1.5486364455
1.08734643,-2.0749576503,1.5485555725
1.08764636,-2.0754220964,1.5484747671
1.08794629,-2.0758865183,1.5483940292
1.08824622,-2.0763509160,1.5483133589
1.08854615,-2.0768152895,1.5482327561
1.08884608,-2.0772796389,1.5481522208
1.08914601,-2.0777439641,1.5480717529
1.08944594,-2.0782082652,1.5479913525
1.08974587,-2.0786725422,1.5479110194
1.09004580,-2.0791367951,1.5478307538
1.09034573,-2.0796010239,1.5477505554
1.09064566,-2.0800652287,1.5476704244
1.09094559,-2.0805294095,1.5475903606
1.09124552,-2.0809935662,1.5475103640
1.09154545,-2.0814576990,1.5474304347
1.09184538,-2.0819218078,1.5473505726
1.09214531,-2.0823858927,1.5472707776
1.09244524,-2.0828499537,1.5471910497
1.09274517,-2.0833139907,1.5471113889
1.09304510,-2.0837780039,1.5470317952
1.09334503,-2.0842419932,1.5469522685
1.09364496,-2.0847059587,1.5468728088
1.09394489,-2.0851699003,1.5467934160
1.09424482,-2.0856338181,1.5467140902
1.09454475,-2.0860977122,1.5466348313
1.09484468,-2.0865615825,1.5465556393
1.09514461,-2.0870254290,1.5464765141
1.09544454,-2.0874892519,1.5463974558
1.09574447,-2.0879530510,1.5463184642
1.09604440,-2.0884168264,1.5462395394
1.09634433,-2.0888805782,1.5461606813
1.09664426,-2.0893443064,1.5460818899
1.09694419,-2.0898080109,1.5460031651
1.09724412,-2.0902716918,1.5459245070
1.09754405,-2.0907353491,1.5458459155
1.09784398,-2.0911989829,1.5457673906
1.09814391,-2.0916625931,1.5456889322
1.09844384,-2.0921261798,1.5456105403
1.09874377,-2.0925897431,1.5455322149
1.09904370,-2.0930532828,1.5454539559
1.09934363,-2.0935167990,1.5453757634
1.09964356,-2.0939802919,1.5452976372
1.09994349,-2.0944437613,1.5452195774
1.10024342,-2.0949072073,1.5451415840
1.10054335,-2.0953706299,1.5450636568
1.10084328,-2.0958340291,1.5449857959
1.10114321,-2.0962974050,1.5449080012
1.10144314,-2.0967607576,1.5448302727
1.10174307,-2.0972240869,1.5447526105
1.10204300,-2.0976873929,1.5446750143
1.10234293,-2.0981506756,1.5445974843
1.10264286,-2.0986139351,1.5445200203
1.10294279,-2.0990771714,1.5444426224
1.10324272,-2.0995403844,1.5443652905
1.10354265,-2.1000035743,1.5442880246
1.10384258,-2.1004667410,1.5442108247
1.10414251,-2.1009298846,1.5441336907
1.10444244,-2.1013930051,1.5440566226
1.10474237,-2.1018561024,1.5439796203
1.10504230,-2.1023191766,1.5439026839
1.10534223,-2.1027822278,1.5438258133
1.10564216,-2.1032452560,1.5437490085
1.10594209,-2.1037082611,1.5436722694
1.10624202,-2.1041712432,1.5435955960
1.10654195,-2.1046342023,1.5435189884
1.10684188,-2.1050971385,1.5434424463
1.10714181,-2.1055600517,1.5433659699
1.10744174,-2.1060229420,1.5432895591
1.10774167,-2.1064858093,1.5432132138
1.10804160,-2.1069486538,1.5431369341
1.10834153,-2.1074114754,1.5430607199
1.10864146,-2.1078742742,1.5429845711
1.10894139,-2.1083370501,1.5429084878
1.10924132,-2.1087998033,1.5428324699
1.10954125,-2.1092625336,1.5427565174
1.10984118,-2.1097252412,1.5426806302
1.11014111,-2.1101879260,1.5426048083
1.11044104,-2.1106505881,1.5425290517
1.11074097,-2.1111132274,1.5424533603
1.11104090,-2.1115758441,1.5423777342
1.11134083,-2.1120384381,1.5423021733
1.11164076,-2.1125010095,1.5422266775
1.11194069,-2.1129635582,1.5421512469
1.11224062,-2.1134260843,1.5420758813
1.11254055,-2.1138885878,1.5420005809
1.11284048,-2.1143510688,1.5419253454
1.11314041,-2.1148135271,1.5418501750
1.11344034,-2.1152759630,1.5417750696
1.11374027,-2.1157383763,1.5417000290
1.11404020,-2.1162007671,1.5416250535
1.11434013,-2.1166631355,1.5415501427
1.11464006,-2.1171254814,1.5414752969
1.11493999,-2.1175878048,1.5414005158
1.11523992,-2.1180501059,1.5413257996
1.11553985,-2.1185123845,1.5412511481
1.11583978,-2.1189746408,1.5411765614
1.11613971,-2.1194368747,1.5411020393
1.11643964,-2.1198990862,1.5410275819
1.11673957,-2.1203612754,1.5409531891
1.11703950,-2.1208234424,1.5408788610
1.11733943,-2.1212855870,1.5408045974
1.11763936,-2.1217477094,1.5407303984
1.11793929,-2.1222098095,1.5406562639
1.11823922,-2.1226718874,1.5405821938
1.11853915,-2.1231339431,1.5405081882
1.11883908,-2.1235959767,1.5404342471
1.11913901,-2.1240579880,1.5403603703
1.11943894,-2.1245199772,1.5402865578
1.11973887,-2.1249819443,1.5402128097
1.12003880,-2.1254438892,1.5401391259
1.12033873,-2.1259058121,1.5400655064
1.12063866,-2.1263677129,1.5399919511
1.12093859,-2.1268295917,1.5399184600
1.12123852,-2.1272914484,1.5398450331
1.12153845,-2.1277532831,1.5397716703
1.12183838,-2.1282150958,1.5396983716
1.12213831,-2.1286768865,1.5396251370
1.12243824,-2.1291386553,1.5395519665
1.12273817,-2.1296004022,1.5394788599
1.12303810,-2.1300621271,1.5394058174
1.12333803,-2.1305238301,1.5393328388
1.12363796,-2.1309855113,1.5392599241
1.12393789,-2.1314471705,1.5391870733
1.12423782,-2.1319088080,1.5391142864
1.12453775,-2.1323704236,1.5390415633
1.12483768,-2.1328320174,1.5389689040
1.12513761,-2.1332935895,1.5388963085
1.12543754,-2.1337551398,1.5388237767
1.12573747,-2.1342166683,1.5387513087
1.12603740,-2.1346781751,1.5386789043
1.12633733,-2.1351396602,1.5386065635
1.12663726,-2.1356011236,1.5385342864
1.12693719,-2.1360625654,1.5384620728
1.12723712,-2.1365239854,1.5383899228
1.12753705,-2.1369853839,1.5383178363
1.12783698,-2.1374467608,1.5382458133
1.12813691,-2.1379081160,1.5381738537
1.12843684,-2.1383694497,1.5381019576
1.12873677,-2.1388307618,1.5380301249
1.12903670,-2.1392920524,1.5379583555
1.12933663,-2.1397533215,1.5378866495
1.12963656,-2.1402145691,1.5378150068
1.12993649,-2.1406757952,1.5377434273
1.13023642,-2.1411369999,1.5376719111
1.13053635,-2.1415981831,1.5376004581
1.13083628,-2.1420593448,1.5375290682
1.13113621,-2.1425204852,1.5374577415
1.13143614,-2.1429816042,1.5373864780
1.13173607,-2.1434427019,1.5373152775
1.13203600,-2.1439037781,1.5372441400
1.13233593,-2.1443648331,1.5371730656
1.13263586,-2.1448258668,1.5371020542
1.13293579,-2.1452868791,1.5370311057
1.13323572,-2.1457478702,1.5369602202
1.13353565,-2.1462088401,1.5368893975
1.13383558,-2.1466697887,1.5368186377
1.13413551,-2.1471307161,1.5367479408
1.13443544,-2.1475916223,1.5366773066
1.13473537,-2.1480525073,1.5366067352
1.13503530,-2.1485133712,1.5365362266
1.13533523,-2.1489742139,1.5364657807
1.13563516,-2.1494350355,1.5363953974
1.13593509,-2.1498958360,1.5363250768
1.13623502,-2.1503566154,1.5362548188
1.13653495,-2.1508173738,1.5361846234
1.13683488,-2.1512781111,1.5361144905
1.13713481,-2.1517388274,1.5360444202
1.13743474,-2.1521995227,1.5359744123
1.13773467,-2.1526601970,1.5359044669
1.13803460,-2.1531208503,1.5358345840
1.13833453,-2.1535814827,1.5357647634
1.13863446,-2.1540420942,1.5356950052
1.13893439,-2.1545026847,1.5356253093
1.13923432,-2.1549632543,1.5355556757
1.13953425,-2.1554238031,1.5354861044
1.13983418,-2.1558843310,1.5354165953
1.14013411,-2.1563448381,1.5353471485
1.14043404,-2.1568053243,1.5352777638
1.14073397,-2.1572657898,1.5352084412
1.14103390,-2.1577262345,1.5351391808
1.14133383,-2.1581866584,1.5350699824
1.14163376,-2.1586470615,1.5350008461
1.14193369,-2.1591074439,1.5349317718
1.14223362,-2.1595678057,1.5348627595
1.14253355,-2.1600281467,1.5347938092
1.14283348,-2.1604884671,1.5347249208
1.14313341,-2.1609487668,1.5346560942
1.14343334,-2.1614090458,1.5345873296
1.14373327,-2.1618693043,1.5345186267
1.14403320,-2.1623295422,1.5344499857
1.14433313,-2.1627897594,1.5343814064
1.14463306,-2.1632499562,1.5343128889
1.14493299,-2.1637101324,1.5342444330
1.14523292,-2.1641702880,1.5341760389
1.14553285,-2.1646304232,1.5341077063
1.14583278,-2.1650905378,1.5340394354
1.14613271,-2.1655506320,1.5339712261
1.14643264,-2.1660107058,1.5339030783
1.14673257,-2.1664707591,1.5338349920
1.14703250,-2.1669307920,1.5337669672
1.14733243,-2.1673908046,1.5336990039
1.14763236,-2.1678507967,1.5336311020
1.14793229,-2.1683107685,1.5335632614
1.14823222,-2.1687707199,1.5334954822
1.14853215,-2.1692306511,1.5334277644
1.14883208,-2.1696905619,1.5333601078
1.14913201,-2.1701504524,1.5332925125
1.14943194,-2.1706103227,1.5332249785
1.14973187,-2.1710701727,1.5331575056
1.15003180,-2.1715300026,1.5330900939
1.15033173,-2.1719898122,1.5330227433
1.15063166,-2.1724496016,1.5329554539
1.15093159,-2.1729093708,1.5328882255
1.15123152,-2.1733691199,1.5328210581
1.15153145,-2.1738288488,1.5327539518
1.15183138,-2.1742885576,1.5326869064
1.15213131,-2.1747482464,1.5326199220
1.15243124,-2.1752079150,1.5325529985
1.15273117,-2.1756675636,1.5324861359
1.15303110,-2.1761271921,1.5324193341
1.15333103,-2.1765868006,1.5323525931
1.15363096,-2.1770463891,1.5322859130
1.15393089,-2.1775059576,1.5322192936
1.15423082,-2.1779655062,1.5321527349
1.15453075,-2.1784250347,1.5320862369
1.15483068,-2.1788845434,1.5320197996
1.15513061,-2.1793440321,1.5319534229
1.15543054,-2.1798035009,1.5318871068
1.15573047,-2.1802629499,1.5318208512
1.15603040,-2.1807223790,1.5317546562
1.15633033,-2.1811817882,1.5316885217
1.15663026,-2.1816411776,1.5316224477
1.15693019,-2.1821005472,1.5315564341
1.15723012,-2.1825598971,1.5314904809
1.15753005,-2.1830192271,1.5314245881
1.15782998,-2.1834785374,1.5313587556
1.15812991,-2.1839378279,1.5312929835
1.15842984,-2.1843970988,1.5312272716
