z,s_hat,chi
2.24837544,-3.7977729411,1.4431156487
2.24867537,-3.7982057699,1.4430827901
2.24897530,-3.7986385887,1.4430499144
2.24927523,-3.7990713978,1.4430170216
2.24957516,-3.7995041969,1.4429841117
2.24987509,-3.7999369862,1.4429511847
2.25017502,-3.8003697656,1.4429182405
2.25047495,-3.8008025351,1.4428852792
2.25077488,-3.8012352947,1.4428523008
2.25107481,-3.8016680445,1.4428193052
2.25137474,-3.8021007843,1.4427862926
2.25167467,-3.8025335142,1.4427532628
2.25197460,-3.8029662342,1.4427202160
2.25227453,-3.8033989444,1.4426871520
2.25257446,-3.8038316445,1.4426540709
2.25287439,-3.8042643348,1.4426209727
2.25317432,-3.8046970151,1.4425878574
2.25347425,-3.8051296855,1.4425547250
2.25377418,-3.8055623460,1.4425215755
2.25407411,-3.8059949965,1.4424884090
2.25437404,-3.8064276371,1.4424552253
2.25467397,-3.8068602677,1.4424220245
2.25497390,-3.8072928883,1.4423888067
2.25527383,-3.8077254990,1.4423555717
2.25557376,-3.8081580997,1.4423223197
2.25587369,-3.8085906905,1.4422890506
2.25617362,-3.8090232712,1.4422557644
2.25647355,-3.8094558420,1.4422224611
2.25677348,-3.8098884028,1.4421891408
2.25707341,-3.8103209535,1.4421558033
2.25737334,-3.8107534943,1.4421224488
2.25767327,-3.8111860251,1.4420890773
2.25797320,-3.8116185459,1.4420556886
2.25827313,-3.8120510566,1.4420222829
2.25857306,-3.8124835573,1.4419888602
2.25887299,-3.8129160480,1.4419554203
2.25917292,-3.8133485287,1.4419219634
2.25947285,-3.8137809993,1.4418884895
2.25977278,-3.8142134599,1.4418549985
2.26007271,-3.8146459104,1.4418214904
2.26037264,-3.8150783509,1.4417879653
2.26067257,-3.8155107813,1.4417544232
2.26097250,-3.8159432017,1.4417208640
2.26127243,-3.8163756120,1.4416872877
2.26157236,-3.8168080122,1.4416536945
2.26187229,-3.8172404024,1.4416200841
2.26217222,-3.8176727824,1.4415864568
2.26247215,-3.8181051524,1.4415528124
2.26277208,-3.8185375123,1.4415191510
2.26307201,-3.8189698620,1.4414854725
2.26337194,-3.8194022017,1.4414517770
2.26367187,-3.8198345313,1.4414180645
2.26397180,-3.8202668507,1.4413843350
2.26427173,-3.8206991601,1.4413505884
2.26457166,-3.8211314593,1.4413168249
2.26487159,-3.8215637484,1.4412830443
2.26517152,-3.8219960273,1.4412492467
2.26547145,-3.8224282961,1.4412154321
2.26577138,-3.8228605548,1.4411816004
2.26607131,-3.8232928033,1.4411477518
2.26637124,-3.8237250416,1.4411138862
2.26667117,-3.8241572698,1.4410800036
2.26697110,-3.8245894879,1.4410461039
2.26727103,-3.8250216957,1.4410121873
2.26757096,-3.8254538934,1.4409782537
2.26787089,-3.8258860809,1.4409443031
2.26817082,-3.8263182583,1.4409103355
2.26847075,-3.8267504254,1.4408763509
2.26877068,-3.8271825823,1.4408423493
2.26907061,-3.8276147291,1.4408083307
2.26937054,-3.8280468656,1.4407742952
2.26967047,-3.8284789919,1.4407402427
2.26997040,-3.8289111080,1.4407061732
2.27027033,-3.8293432139,1.4406720867
2.27057026,-3.8297753096,1.4406379833
2.27087019,-3.8302073950,1.4406038629
2.27117012,-3.8306394702,1.4405697256
2.27147005,-3.8310715351,1.4405355712
2.27176998,-3.8315035898,1.4405014000
2.27206991,-3.8319356343,1.4404672117
2.27236984,-3.8323676685,1.4404330065
2.27266977,-3.8327996924,1.4403987844
2.27296970,-3.8332317060,1.4403645453
2.27326963,-3.8336637094,1.4403302893
2.27356956,-3.8340957026,1.4402960163
2.27386949,-3.8345276854,1.4402617264
2.27416942,-3.8349596579,1.4402274195
2.27446935,-3.8353916202,1.4401930957
2.27476928,-3.8358235721,1.4401587550
2.27506921,-3.8362555138,1.4401243973
2.27536914,-3.8366874451,1.4400900227
2.27566907,-3.8371193662,1.4400556312
2.27596900,-3.8375512769,1.4400212228
2.27626893,-3.8379831773,1.4399867974
2.27656886,-3.8384150674,1.4399523551
2.27686879,-3.8388469471,1.4399178959
2.27716872,-3.8392788165,1.4398834198
2.27746865,-3.8397106755,1.4398489268
2.27776858,-3.8401425242,1.4398144169
2.27806851,-3.8405743626,1.4397798901
2.27836844,-3.8410061906,1.4397453464
2.27866837,-3.8414380082,1.4397107857
2.27896830,-3.8418698155,1.4396762082
2.27926823,-3.8423016124,1.4396416138
2.27956816,-3.8427333989,1.4396070025
2.27986809,-3.8431651750,1.4395723743
2.28016802,-3.8435969407,1.4395377292
2.28046795,-3.8440286961,1.4395030673
2.28076788,-3.8444604410,1.4394683884
2.28106781,-3.8448921756,1.4394336927
2.28136774,-3.8453238997,1.4393989801
2.28166767,-3.8457556134,1.4393642507
2.28196760,-3.8461873167,1.4393295044
2.28226753,-3.8466190096,1.4392947412
2.28256746,-3.8470506921,1.4392599611
2.28286739,-3.8474823641,1.4392251642
2.28316732,-3.8479140256,1.4391903504
2.28346725,-3.8483456768,1.4391555198
2.28376718,-3.8487773174,1.4391206723
2.28406711,-3.8492089477,1.4390858080
2.28436704,-3.8496405674,1.4390509269
2.28466697,-3.8500721767,1.4390160289
2.28496690,-3.8505037756,1.4389811140
2.28526683,-3.8509353639,1.4389461823
2.28556676,-3.8513669418,1.4389112338
2.28586669,-3.8517985092,1.4388762684
2.28616662,-3.8522300661,1.4388412863
2.28646655,-3.8526616125,1.4388062873
2.28676648,-3.8530931484,1.4387712714
2.28706641,-3.8535246738,1.4387362388
2.28736634,-3.8539561887,1.4387011893
2.28766627,-3.8543876931,1.4386661231
2.28796620,-3.8548191870,1.4386310400
2.28826613,-3.8552506703,1.4385959401
2.28856606,-3.8556821431,1.4385608234
2.28886599,-3.8561136054,1.4385256899
2.28916592,-3.8565450571,1.4384905396
2.28946585,-3.8569764983,1.4384553725
2.28976578,-3.8574079289,1.4384201886
2.29006571,-3.8578393490,1.4383849880
2.29036564,-3.8582707585,1.4383497705
2.29066557,-3.8587021575,1.4383145363
2.29096550,-3.8591335459,1.4382792852
2.29126543,-3.8595649237,1.4382440174
2.29156536,-3.8599962909,1.4382087329
2.29186529,-3.8604276475,1.4381734315
2.29216522,-3.8608589936,1.4381381134
2.29246515,-3.8612903291,1.4381027785
2.29276508,-3.8617216539,1.4380674269
2.29306501,-3.8621529682,1.4380320585
2.29336494,-3.8625842718,1.4379966733
2.29366487,-3.8630155648,1.4379612714
2.29396480,-3.8634468472,1.4379258528
2.29426473,-3.8638781190,1.4378904174
2.29456466,-3.8643093802,1.4378549652
2.29486459,-3.8647406307,1.4378194963
2.29516452,-3.8651718705,1.4377840107
2.29546445,-3.8656030998,1.4377485083
2.29576438,-3.8660343183,1.4377129892
2.29606431,-3.8664655263,1.4376774534
2.29636424,-3.8668967235,1.4376419009
2.29666417,-3.8673279101,1.4376063316
2.29696410,-3.8677590860,1.4375707456
2.29726403,-3.8681902513,1.4375351429
2.29756396,-3.8686214058,1.4374995235
2.29786389,-3.8690525497,1.4374638874
2.29816382,-3.8694836829,1.4374282346
2.29846375,-3.8699148054,1.4373925651
2.29876368,-3.8703459172,1.4373568789
2.29906361,-3.8707770183,1.4373211759
2.29936354,-3.8712081087,1.4372854563
2.29966347,-3.8716391883,1.4372497200
2.29996340,-3.8720702573,1.4372139670
2.30026333,-3.8725013155,1.4371781974
2.30056326,-3.8729323629,1.4371424110
2.30086319,-3.8733633997,1.4371066080
2.30116312,-3.8737944257,1.4370707883
2.30146305,-3.8742254410,1.4370349519
2.30176298,-3.8746564455,1.4369990989
2.30206291,-3.8750874392,1.4369632292
2.30236284,-3.8755184222,1.4369273428
2.30266277,-3.8759493944,1.4368914398
2.30296270,-3.8763803559,1.4368555202
2.30326263,-3.8768113066,1.4368195838
2.30356256,-3.8772422465,1.4367836309
2.30386249,-3.8776731756,1.4367476613
2.30416242,-3.8781040939,1.4367116750
2.30446235,-3.8785350014,1.4366756721
2.30476228,-3.8789658981,1.4366396526
2.30506221,-3.8793967841,1.4366036165
2.30536214,-3.8798276592,1.4365675637
2.30566207,-3.8802585235,1.4365314943
2.30596200,-3.8806893769,1.4364954083
2.30626193,-3.8811202196,1.4364593057
2.30656186,-3.8815510514,1.4364231864
2.30686179,-3.8819818724,1.4363870506
2.30716172,-3.8824126825,1.4363508981
2.30746165,-3.8828434818,1.4363147290
2.30776158,-3.8832742702,1.4362785434
2.30806151,-3.8837050478,1.4362423411
2.30836144,-3.8841358145,1.4362061223
2.30866137,-3.8845665704,1.4361698868
2.30896130,-3.8849973154,1.4361336348
2.30926123,-3.8854280495,1.4360973662
2.30956116,-3.8858587727,1.4360610810
2.30986109,-3.8862894851,1.4360247792
2.31016102,-3.8867201865,1.4359884609
2.31046095,-3.8871508771,1.4359521260
2.31076088,-3.8875815568,1.4359157745
2.31106081,-3.8880122255,1.4358794065
2.31136074,-3.8884428834,1.4358430219
2.31166067,-3.8888735303,1.4358066208
2.31196060,-3.8893041663,1.4357702031
2.31226053,-3.8897347914,1.4357337689
2.31256046,-3.8901654055,1.4356973181
2.31286039,-3.8905960088,1.4356608508
2.31316032,-3.8910266010,1.4356243669
2.31346025,-3.8914571824,1.4355878665
2.31376018,-3.8918877528,1.4355513496
2.31406011,-3.8923183122,1.4355148162
2.31436004,-3.8927488607,1.4354782662
2.31465997,-3.8931793982,1.4354416997
2.31495990,-3.8936099247,1.4354051167
2.31525983,-3.8940404403,1.4353685172
2.31555976,-3.8944709448,1.4353319012
2.31585969,-3.8949014384,1.4352952686
2.31615962,-3.8953319210,1.4352586196
2.31645955,-3.8957623926,1.4352219541
2.31675948,-3.8961928533,1.4351852721
2.31705941,-3.8966233029,1.4351485736
2.31735934,-3.8970537415,1.4351118586
2.31765927,-3.8974841690,1.4350751271
2.31795920,-3.8979145856,1.4350383792
2.31825913,-3.8983449911,1.4350016147
2.31855906,-3.8987753857,1.4349648338
2.31885899,-3.8992057691,1.4349280365
2.31915892,-3.8996361416,1.4348912226
2.31945885,-3.9000665030,1.4348543923
2.31975878,-3.9004968533,1.4348175456
2.32005871,-3.9009271926,1.4347806824
2.32035864,-3.9013575208,1.4347438027
2.32065857,-3.9017878380,1.4347069066
2.32095850,-3.9022181441,1.4346699941
2.32125843,-3.9026484391,1.4346330651
2.32155836,-3.9030787231,1.4345961197
2.32185829,-3.9035089959,1.4345591579
2.32215822,-3.9039392577,1.4345221796
2.32245815,-3.9043695084,1.4344851849
2.32275808,-3.9047997480,1.4344481738
2.32305801,-3.9052299764,1.4344111462
2.32335794,-3.9056601938,1.4343741023
2.32365787,-3.9060904001,1.4343370419
2.32395780,-3.9065205952,1.4342999652
2.32425773,-3.9069507792,1.4342628720
2.32455766,-3.9073809521,1.4342257625
2.32485759,-3.9078111139,1.4341886365
2.32515752,-3.9082412645,1.4341514942
2.32545745,-3.9086714040,1.4341143355
2.32575738,-3.9091015323,1.4340771604
2.32605731,-3.9095316495,1.4340399689
2.32635724,-3.9099617555,1.4340027610
2.32665717,-3.9103918503,1.4339655368
2.32695710,-3.9108219340,1.4339282962
2.32725703,-3.9112520066,1.4338910393
2.32755696,-3.9116820679,1.4338537659
2.32785689,-3.9121121181,1.4338164763
2.32815682,-3.9125421570,1.4337791703
2.32845675,-3.9129721848,1.4337418479
2.32875668,-3.9134022014,1.4337045092
2.32905661,-3.9138322068,1.4336671541
2.32935654,-3.9142622009,1.4336297827
2.32965647,-3.9146921839,1.4335923950
2.32995640,-3.9151221557,1.4335549910
2.33025633,-3.9155521162,1.4335175706
2.33055626,-3.9159820655,1.4334801339
2.33085619,-3.9164120036,1.4334426809
2.33115612,-3.9168419304,1.4334052116
2.33145605,-3.9172718460,1.4333677260
2.33175598,-3.9177017503,1.4333302240
2.33205591,-3.9181316434,1.4332927058
2.33235584,-3.9185615253,1.4332551713
2.33265577,-3.9189913959,1.4332176205
2.33295570,-3.9194212552,1.4331800534
2.33325563,-3.9198511032,1.4331424700
2.33355556,-3.9202809400,1.4331048703
2.33385549,-3.9207107655,1.4330672543
2.33415542,-3.9211405797,1.4330296221
2.33445535,-3.9215703826,1.4329919736
2.33475528,-3.9220001743,1.4329543089
2.33505521,-3.9224299546,1.4329166279
2.33535514,-3.9228597236,1.4328789306
2.33565507,-3.9232894813,1.4328412171
2.33595500,-3.9237192277,1.4328034873
2.33625493,-3.9241489628,1.4327657413
2.33655486,-3.9245786866,1.4327279790
2.33685479,-3.9250083990,1.4326902005
2.33715472,-3.9254381001,1.4326524058
2.33745465,-3.9258677898,1.4326145948
2.33775458,-3.9262974683,1.4325767677
2.33805451,-3.9267271353,1.4325389243
2.33835444,-3.9271567910,1.4325010646
2.33865437,-3.9275864354,1.4324631888
2.33895430,-3.9280160684,1.4324252968
2.33925423,-3.9284456900,1.4323873885
2.33955416,-3.9288753003,1.4323494641
2.33985409,-3.9293048991,1.4323115235
2.34015402,-3.9297344866,1.4322735666
2.34045395,-3.9301640627,1.4322355936
2.34075388,-3.9305936275,1.4321976044
2.34105381,-3.9310231808,1.4321595991
2.34135374,-3.9314527227,1.4321215775
2.34165367,-3.9318822532,1.4320835398
2.34195360,-3.9323117723,1.4320454859
2.34225353,-3.9327412800,1.4320074158
2.34255346,-3.9331707762,1.4319693296
2.34285339,-3.9336002611,1.4319312273
2.34315332,-3.9340297345,1.4318931087
2.34345325,-3.9344591965,1.4318549741
2.34375318,-3.9348886470,1.4318168233
2.34405311,-3.9353180861,1.4317786563
2.34435304,-3.9357475137,1.4317404733
2.34465297,-3.9361769299,1.4317022741
2.34495290,-3.9366063346,1.4316640587
2.34525283,-3.9370357279,1.4316258273
2.34555276,-3.9374651097,1.4315875797
2.34585269,-3.9378944800,1.4315493160
2.34615262,-3.9383238388,1.4315110362
2.34645255,-3.9387531862,1.4314727403
2.34675248,-3.9391825221,1.4314344283
2.34705241,-3.9396118464,1.4313961003
2.34735234,-3.9400411593,1.4313577561
2.34765227,-3.9404704607,1.4313193958
2.34795220,-3.9408997505,1.4312810195
2.34825213,-3.9413290289,1.4312426270
2.34855206,-3.9417582957,1.4312042185
2.34885199,-3.9421875510,1.4311657940
2.34915192,-3.9426167948,1.4311273533
2.34945185,-3.9430460271,1.4310888966
2.34975178,-3.9434752478,1.4310504239
2.35005171,-3.9439044569,1.4310119350
2.35035164,-3.9443336546,1.4309734302
2.35065157,-3.9447628406,1.4309349093
2.35095150,-3.9451920152,1.4308963723
2.35125143,-3.9456211781,1.4308578193
2.35155136,-3.9460503295,1.4308192503
2.35185129,-3.9464794693,1.4307806653
2.35215122,-3.9469085976,1.4307420642
2.35245115,-3.9473377143,1.4307034472
2.35275108,-3.9477668193,1.4306648141
2.35305101,-3.9481959128,1.4306261650
2.35335094,-3.9486249947,1.4305874998
2.35365087,-3.9490540650,1.4305488187
2.35395080,-3.9494831237,1.4305101216
2.35425073,-3.9499121708,1.4304714085
2.35455066,-3.9503412063,1.4304326794
2.35485059,-3.9507702301,1.4303939344
2.35515052,-3.9511992424,1.4303551733
2.35545045,-3.9516282430,1.4303163963
2.35575038,-3.9520572319,1.4302776033
2.35605031,-3.9524862093,1.4302387943
2.35635024,-3.9529151750,1.4301999694
2.35665017,-3.9533441290,1.4301611285
2.35695010,-3.9537730714,1.4301222717
2.35725003,-3.9542020021,1.4300833989
2.35754995,-3.9546309212,1.4300445102
2.35784988,-3.9550598286,1.4300056055
2.35814981,-3.9554887243,1.4299666849
2.35844974,-3.9559176084,1.4299277484
2.35874967,-3.9563464808,1.4298887959
2.35904960,-3.9567753415,1.4298498275
2.35934953,-3.9572041905,1.4298108432
2.35964946,-3.9576330278,1.4297718430
2.35994939,-3.9580618534,1.4297328269
2.36024932,-3.9584906673,1.4296937949
2.36054925,-3.9589194695,1.4296547470
2.36084918,-3.9593482600,1.4296156831
2.36114911,-3.9597770387,1.4295766034
2.36144904,-3.9602058058,1.4295375078
2.36174897,-3.9606345611,1.4294983964
2.36204890,-3.9610633047,1.4294592690
2.36234883,-3.9614920365,1.4294201258
2.36264876,-3.9619207566,1.4293809667
2.36294869,-3.9623494650,1.4293417917
2.36324862,-3.9627781616,1.4293026009
2.36354855,-3.9632068464,1.4292633943
2.36384848,-3.9636355195,1.4292241717
2.36414841,-3.9640641808,1.4291849334
2.36444834,-3.9644928303,1.4291456792
2.36474827,-3.9649214681,1.4291064091
2.36504820,-3.9653500941,1.4290671232
2.36534813,-3.9657787083,1.4290278215
2.36564806,-3.9662073107,1.4289885040
2.36594799,-3.9666359013,1.4289491707
2.36624792,-3.9670644801,1.4289098215
2.36654785,-3.9674930471,1.4288704566
2.36684778,-3.9679216023,1.4288310758
2.36714771,-3.9683501457,1.4287916792
2.36744764,-3.9687786773,1.4287522669
2.36774757,-3.9692071970,1.4287128387
2.36804750,-3.9696357050,1.4286733948
2.36834743,-3.9700642010,1.4286339351
2.36864736,-3.9704926853,1.4285944596
2.36894729,-3.9709211577,1.4285549683
2.36924722,-3.9713496182,1.4285154613
2.36954715,-3.9717780670,1.4284759385
2.36984708,-3.9722065038,1.4284363999
2.37014701,-3.9726349288,1.4283968456
2.37044694,-3.9730633419,1.4283572755
2.37074687,-3.9734917432,1.4283176897
2.37104680,-3.9739201325,1.4282780882
2.37134673,-3.9743485100,1.4282384709
2.37164666,-3.9747768757,1.4281988379
2.37194659,-3.9752052294,1.4281591892
2.37224652,-3.9756335712,1.4281195247
2.37254645,-3.9760619011,1.4280798446
2.37284638,-3.9764902192,1.4280401487
2.37314631,-3.9769185253,1.4280004371
2.37344624,-3.9773468195,1.4279607098
2.37374617,-3.9777751018,1.4279209668
2.37404610,-3.9782033721,1.4278812081
2.37434603,-3.9786316306,1.4278414338
2.37464596,-3.9790598771,1.4278016437
2.37494589,-3.9794881116,1.4277618380
2.37524582,-3.9799163343,1.4277220166
2.37554575,-3.9803445450,1.4276821795
2.37584568,-3.9807727437,1.4276423268
2.37614561,-3.9812009305,1.4276024584
2.37644554,-3.9816291053,1.4275625744
2.37674547,-3.9820572681,1.4275226747
2.37704540,-3.9824854190,1.4274827593
2.37734533,-3.9829135579,1.4274428283
2.37764526,-3.9833416848,1.4274028817
2.37794519,-3.9837697998,1.4273629195
2.37824512,-3.9841979027,1.4273229416
2.37854505,-3.9846259937,1.4272829481
2.37884498,-3.9850540727,1.4272429390
2.37914491,-3.9854821396,1.4272029142
2.37944484,-3.9859101946,1.4271628739
2.37974477,-3.9863382375,1.4271228180
2.38004470,-3.9867662685,1.4270827464
2.38034463,-3.9871942874,1.4270426593
2.38064456,-3.9876222943,1.4270025566
2.38094449,-3.9880502891,1.4269624383
2.38124442,-3.9884782719,1.4269223044
2.38154435,-3.9889062427,1.4268821550
2.38184428,-3.9893342014,1.4268419900
2.38214421,-3.9897621481,1.4268018094
2.38244414,-3.9901900827,1.4267616133
2.38274407,-3.9906180053,1.4267214016
2.38304400,-3.9910459158,1.4266811743
2.38334393,-3.9914738143,1.4266409315
2.38364386,-3.9919017006,1.4266006732
2.38394379,-3.9923295749,1.4265603993
2.38424372,-3.9927574371,1.4265201100
2.38454365,-3.9931852873,1.4264798050
2.38484358,-3.9936131253,1.4264394846
2.38514351,-3.9940409512,1.4263991487
2.38544344,-3.9944687651,1.4263587972
2.38574337,-3.9948965668,1.4263184302
2.38604330,-3.9953243564,1.4262780478
2.38634323,-3.9957521339,1.4262376498
2.38664316,-3.9961798993,1.4261972364
2.38694309,-3.9966076526,1.4261568074
2.38724302,-3.9970353937,1.4261163630
2.38754295,-3.9974631227,1.4260759031
2.38784288,-3.9978908396,1.4260354278
2.38814281,-3.9983185443,1.4259949369
2.38844274,-3.9987462369,1.4259544306
2.38874267,-3.9991739173,1.4259139089
2.38904260,-3.9996015856,1.4258733717
2.38934253,-4.0000292417,1.4258328190
2.38964246,-4.0004568856,1.4257922510
2.38994239,-4.0008845174,1.4257516674
2.39024232,-4.0013121370,1.4257110685
2.39054225,-4.0017397444,1.4256704541
2.39084218,-4.0021673397,1.4256298243
2.39114211,-4.0025949227,1.4255891791
2.39144204,-4.0030224936,1.4255485185
2.39174197,-4.0034500522,1.4255078424
2.39204190,-4.0038775987,1.4254671510
2.39234183,-4.0043051330,1.4254264442
2.39264176,-4.0047326550,1.4253857219
2.39294169,-4.0051601648,1.4253449843
2.39324162,-4.0055876624,1.4253042313
2.39354155,-4.0060151478,1.4252634630
2.39384148,-4.0064426209,1.4252226792
2.39414141,-4.0068700818,1.4251818801
2.39444134,-4.0072975305,1.4251410657
2.39474127,-4.0077249669,1.4251002358
2.39504120,-4.0081523911,1.4250593907
2.39534113,-4.0085798030,1.4250185301
2.39564106,-4.0090072027,1.4249776543
2.39594099,-4.0094345901,1.4249367631
2.39624092,-4.0098619653,1.4248958566
2.39654085,-4.0102893281,1.4248549347
2.39684078,-4.0107166787,1.4248139975
2.39714071,-4.0111440170,1.4247730450
2.39744064,-4.0115713431,1.4247320772
2.39774057,-4.0119986568,1.4246910941
2.39804050,-4.0124259582,1.4246500957
2.39834043,-4.0128532474,1.4246090820
2.39864036,-4.0132805242,1.4245680530
2.39894029,-4.0137077888,1.4245270087
2.39924022,-4.0141350410,1.4244859492
2.39954015,-4.0145622809,1.4244448743
2.39984008,-4.0149895085,1.4244037842
2.40014001,-4.0154167237,1.4243626788
2.40043994,-4.0158439266,1.4243215582
2.40073987,-4.0162711172,1.4242804223
2.40103980,-4.0166982955,1.4242392712
2.40133973,-4.0171254614,1.4241981048
2.40163966,-4.0175526149,1.4241569232
2.40193959,-4.0179797561,1.4241157263
2.40223952,-4.0184068850,1.4240745143
2.40253945,-4.0188340014,1.4240332869
2.40283938,-4.0192611056,1.4239920444
2.40313931,-4.0196881973,1.4239507867
2.40343924,-4.0201152767,1.4239095137
2.40373917,-4.0205423436,1.4238682256
2.40403910,-4.0209693982,1.4238269222
2.40433903,-4.0213964404,1.4237856037
2.40463896,-4.0218234702,1.4237442699
2.40493889,-4.0222504877,1.4237029210
2.40523882,-4.0226774927,1.4236615569
2.40553875,-4.0231044853,1.4236201777
2.40583868,-4.0235314654,1.4235787832
2.40613861,-4.0239584332,1.4235373736
2.40643854,-4.0243853885,1.4234959489
2.40673847,-4.0248123315,1.4234545090
2.40703840,-4.0252392619,1.4234130539
2.40733833,-4.0256661800,1.4233715837
2.40763826,-4.0260930856,1.4233300984
2.40793819,-4.0265199788,1.4232885980
2.40823812,-4.0269468595,1.4232470824
2.40853805,-4.0273737277,1.4232055517
2.40883798,-4.0278005835,1.4231640058
2.40913791,-4.0282274269,1.4231224449
2.40943784,-4.0286542578,1.4230808689
2.40973777,-4.0290810762,1.4230392777
2.41003770,-4.0295078821,1.4229976715
2.41033763,-4.0299346755,1.4229560502
2.41063756,-4.0303614565,1.4229144138
2.41093749,-4.0307882249,1.4228727623
2.41123742,-4.0312149809,1.4228310958
2.41153735,-4.0316417244,1.4227894141
2.41183728,-4.0320684553,1.4227477175
2.41213721,-4.0324951738,1.4227060057
2.41243714,-4.0329218798,1.4226642789
2.41273707,-4.0333485732,1.4226225371
2.41303700,-4.0337752541,1.4225807802
2.41333693,-4.0342019225,1.4225390083
2.41363686,-4.0346285783,1.4224972213
2.41393679,-4.0350552216,1.4224554193
2.41423672,-4.0354818524,1.4224136023
2.41453665,-4.0359084706,1.4223717703
2.41483658,-4.0363350763,1.4223299233
2.41513651,-4.0367616694,1.4222880613
2.41543644,-4.0371882500,1.4222461843
2.41573637,-4.0376148180,1.4222042922
2.41603630,-4.0380413735,1.4221623852
2.41633623,-4.0384679163,1.4221204632
2.41663616,-4.0388944466,1.4220785263
2.41693609,-4.0393209643,1.4220365743
2.41723602,-4.0397474695,1.4219946074
2.41753595,-4.0401739620,1.4219526255
2.41783588,-4.0406004419,1.4219106287
2.41813581,-4.0410269093,1.4218686169
2.41843574,-4.0414533640,1.4218265902
2.41873567,-4.0418798062,1.4217845485
2.41903560,-4.0423062357,1.4217424919
2.41933553,-4.0427326526,1.4217004204
2.41963546,-4.0431590569,1.4216583340
2.41993539,-4.0435854485,1.4216162326
2.42023532,-4.0440118276,1.4215741163
2.42053525,-4.0444381940,1.4215319851
2.42083518,-4.0448645477,1.4214898390
2.42113511,-4.0452908888,1.4214476780
2.42143504,-4.0457172173,1.4214055021
2.42173497,-4.0461435331,1.4213633113
2.42203490,-4.0465698363,1.4213211057
2.42233483,-4.0469961268,1.4212788851
2.42263476,-4.0474224046,1.4212366497
2.42293469,-4.0478486698,1.4211943995
2.42323462,-4.0482749223,1.4211521343
2.42353455,-4.0487011621,1.4211098543
2.42383448,-4.0491273892,1.4210675595
2.42413441,-4.0495536037,1.4210252498
2.42443434,-4.0499798054,1.4209829253
2.42473427,-4.0504059945,1.4209405860
2.42503420,-4.0508321708,1.4208982318
2.42533413,-4.0512583344,1.4208558628
2.42563406,-4.0516844854,1.4208134790
2.42593399,-4.0521106236,1.4207710803
2.42623392,-4.0525367491,1.4207286669
2.42653385,-4.0529628619,1.4206862387
2.42683378,-4.0533889619,1.4206437956
2.42713371,-4.0538150492,1.4206013378
2.42743364,-4.0542411238,1.4205588652
2.42773357,-4.0546671857,1.4205163779
2.42803350,-4.0550932348,1.4204738757
2.42833343,-4.0555192711,1.4204313588
2.42863336,-4.0559452947,1.4203888271
2.42893329,-4.0563713055,1.4203462807
2.42923322,-4.0567973036,1.4203037195
2.42953315,-4.0572232889,1.4202611435
2.42983308,-4.0576492614,1.4202185529
2.43013301,-4.0580752212,1.4201759475
2.43043294,-4.0585011682,1.4201333273
2.43073287,-4.0589271023,1.4200906925
2.43103280,-4.0593530237,1.4200480429
2.43133273,-4.0597789323,1.4200053786
2.43163266,-4.0602048281,1.4199626996
2.43193259,-4.0606307111,1.4199200059
2.43223252,-4.0610565813,1.4198772975
2.43253245,-4.0614824387,1.4198345744
2.43283238,-4.0619082833,1.4197918366
2.43313231,-4.0623341150,1.4197490842
2.43343224,-4.0627599339,1.4197063171
2.43373217,-4.0631857400,1.4196635353
2.43403210,-4.0636115333,1.4196207388
2.43433203,-4.0640373137,1.4195779277
2.43463196,-4.0644630813,1.4195351019
2.43493189,-4.0648888360,1.4194922615
2.43523182,-4.0653145779,1.4194494065
2.43553175,-4.0657403069,1.4194065368
2.43583168,-4.0661660231,1.4193636525
2.43613161,-4.0665917264,1.4193207535
2.43643154,-4.0670174168,1.4192778400
2.43673147,-4.0674430944,1.4192349118
2.43703140,-4.0678687590,1.4191919690
2.43733133,-4.0682944108,1.4191490117
2.43763126,-4.0687200498,1.4191060397
2.43793119,-4.0691456758,1.4190630531
2.43823112,-4.0695712889,1.4190200520
2.43853105,-4.0699968891,1.4189770362
2.43883098,-4.0704224764,1.4189340059
2.43913091,-4.0708480509,1.4188909611
2.43943084,-4.0712736124,1.4188479016
2.43973077,-4.0716991609,1.4188048276
2.44003070,-4.0721246966,1.4187617391
2.44033063,-4.0725502193,1.4187186360
2.44063056,-4.0729757291,1.4186755184
2.44093049,-4.0734012260,1.4186323862
2.44123042,-4.0738267099,1.4185892395
2.44153035,-4.0742521809,1.4185460783
2.44183028,-4.0746776390,1.4185029026
2.44213021,-4.0751030841,1.4184597123
2.44243014,-4.0755285162,1.4184165076
2.44273007,-4.0759539354,1.4183732883
2.44303000,-4.0763793416,1.4183300546
2.44332993,-4.0768047348,1.4182868063
2.44362986,-4.0772301151,1.4182435436
2.44392979,-4.0776554824,1.4182002664
2.44422972,-4.0780808367,1.4181569747
2.44452965,-4.0785061780,1.4181136686
2.44482958,-4.0789315063,1.4180703480
2.44512951,-4.0793568217,1.4180270129
2.44542944,-4.0797821240,1.4179836634
2.44572937,-4.0802074133,1.4179402995
2.44602930,-4.0806326896,1.4178969211
2.44632923,-4.0810579529,1.4178535283
2.44662916,-4.0814832032,1.4178101210
2.44692909,-4.0819084405,1.4177666993
2.44722902,-4.0823336647,1.4177232632
2.44752895,-4.0827588760,1.4176798128
2.44782888,-4.0831840741,1.4176363478
